0,1,2,3,4,5,6,7,8
市立加西病院,675-2393,兵庫県加西市北条町横尾1-13,0790-42-2200,http://www.hospital.kasai.hyogo.jp/,,有,平日 9:00-17:00夜間・休日は産婦人科医医師担当勤務時は可,有
社会医療法人社団 正峰会大山記念病院,679-0321,兵庫県西脇市黒田庄町田高313,0795-28-3773,http://ohyama-hp.jp/,,有,平日 9:00~12:00第1.3土曜日 9:00~12:00,有
医療法人社団一陽会 服部病院,673-0413,兵庫県三木市大塚218番地の3,0794-83-9462,http://www.hattori-hospital.com/,,有,9:30~12:00 月・火・木・金・土14:00~17:00(予約診) 月・木・金上記以外の時間でご希望の場合、要連絡。,有
小野レディースクリニック,675-1375,兵庫県小野市西本町538-3,0794-62-1103,http://www.onolc.com/,,有,月曜~木曜 9:00-19:00金・土・日曜 9:00-13:00,有
遠藤産婦人科医院,677-0054,兵庫県西脇市野村町1558-3,0795-22-4135,,,有,平日 9:00-11:30  16:00-18:00土曜 9:00-11:30  木・日は休診,有
基本情報,,,,,,,,
施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,
医療法人社団 いわたウィメンズクリニック,677-0039,兵庫県西脇市上比延町432-49,0795-23-8888,https://www.k-iwc.com/,有,月火水金 8:30-18:00木土 8:30-12:30(診療時間以外はお電話の上、来院お願いします。お産中の場合は、お待ちいただくことになります),有,
オーキッドレディースクリニック,673-0403,兵庫県三木市末広1-13-8,0794-88-8505,http://www.orchid-lc.com/,有,9:30-12:3016:00-19:00,無,
浜本産婦人科医院,673-0521,兵庫県三木市志染町青山3丁目13-8,0794-87-1103,http://hamamoto.or.jp/,有,平日 9:00-12:00月・火・水・金曜 16:00-18:30,有,
井野病院,671-0102,兵庫県姫路市大塩町汐咲1-27,079-254-5553,http://www.inohos.com/ino,有,火曜日・土曜日(9:00~12:00),無,
産科婦人科小国病院,652-0042,兵庫県姫路市南条2丁目23番地,079-284-0381,http://oguni-hp.com,有,平日 9:00-13:00/16:00-18:00 土曜 9:00-13:00/15:00-17:00,有,
公立神崎総合病院,679-2493,兵庫県神崎郡神河町粟賀町385番地,0790-32-1331,http://www.kanzaki-hp.jp/,有,月~金(午前8:00-午前11:00)※院外処方にて対応,無,
武木田産婦人科医院,671−1227,兵庫県姫路市網干区和久462−5,079−273−1103,,有,平日 9:00−18:00 土曜 9:00-12:00,有,
医療法人社団 出口産婦人科,670-0981,兵庫県姫路市西庄384-1,079-292-0030,,有,月・火・水・木・金・土 9:00~12:00月・火・水・金 15:00~17:00,有,
医療法人社団こうのとり会西川レディースクリニック,670-0927,兵庫県姫路市駅前町188番地ピオレ姫路6F,079-284-7177,http://www.nishikawa-lc.com/,有,平日:月火水金土 14:00-18:30,有,
太田産婦人科医院,670-0061,兵庫県姫路市西今宿2丁目2-10,079-293-3188,,有,月火水金 AM9:00-AM12:00  PM3:00-PM6:30木土 AM9:00-AM12:00,有,
河原レディースクリニック,670-0055,兵庫県姫路市神子岡前4-1-3,079-299-3622,https://www.kawahara-clinic.com/,有,月・火・水・金 9:30-13:30 16:00-19:00木・土 9:30-13:00,有,
親愛産婦人科,671-1253,兵庫県姫路市網干区垣内中町260,079-271-6666,http://www.sinai.gr.jp/,有,平日 9:00-18:00土曜 9:00-13:00,有,
平田医院,670-0872,兵庫県姫路市八代740番地3,079-222-1066,hirata-iin.com,有,月・火・木・金 9:00~12:00  15:00~18:00土 9:00~12:00,有,
和田産婦人科,671-1104,兵庫県姫路市広畑区才820,079-236-2313,,有,月火水金 9:00-18:30土 9:00-12:00,有,
公立宍粟総合病院,671-2576,兵庫県宍粟市山崎町鹿沢93番地,0790-62-2410,http://www.shiso-hp.jp/,有,平日 8:30-11:00土日祝日対応不可,有,
赤穂市民病院,678-0232,兵庫県赤穂市中広1090番地,0791-43-3222,http://www.amh.ako.hyogo.jp,有,月~木9:30-12:00,有,
山田レディースクリニック,679-4167,兵庫県たつの市龍野町富永145番地9,0791-62-1185,http://www.pure.ne.jp/~yamada/mene.html,有,平日(月・水・土)8:45~12:00 (火・金)8:45~12:00 16:00~18:00,有,
半田クリニック,678-0001,兵庫県相生市山手2丁目221,0791-22-0068,www.hakuyukai-med.or.jp,有,"月・火・水・金  9:00-12:00 , 16:00-18:00木・土        9:00-12:00(水・木       13:00-18:00  要予約)",有,
福田産婦人科麻酔科,678-0239,兵庫県赤穂市加里屋30-9,0791-43-5357,http://www.fukuda8767.com/,有,月曜、火曜、木曜、金曜:9:00-12:30 16:00-18:30 水曜、土曜:9:00-12:30,有,
半田産婦人科医院,678-1233,兵庫県赤穂郡上郡町大持350番地,0791-52-1000,,有,AM 9-12時:月~土曜 PM 3-6時:月・水・金曜いずれも予約制,有,
公立八鹿病院,667-8555,兵庫県養父市八鹿町八鹿1878番地1,079-662-5555,http://www.hosp.yoka.hyogo.jp/,有,平日  8:30~17:00土・日・祝日 なし,有,
公立豊岡病院組合立豊岡病院,668-8501,兵庫県豊岡市戸牧1094番地,0796-22-6111,https://www.toyookahp-kumiai.or.jp/toyooka/,有,平日時間内 8:00-11:00、12:00-15:00(但し警察からの要請等、特に緊急性の高いものに関しては24時間対応),有,
公立豊岡病院組合立 豊岡病院日高医療センター,669-5392,兵庫県豊岡市日高町岩中81,0796-42-1611,http://www.toyookahp-kumiai.or.jp/hidaka/,有,平日8:30-16:30,有,
兵庫医科大学ささやま医療センター,669-2321,兵庫県丹波篠山市黒岡5番地,079-552-1181,http://www.sasayama.hyo-med.ac.jp,有,"8:30~17:00(平日)平日17:00~,土曜,日曜,祝日(医師が在院していれば対応可能)",有,
兵庫県立丹波医療センター,669-3495,兵庫県丹波市氷上町石生2002ー7,0795-88-5200,https://tmc.hyogo.jp/,有,平日 9:00-17:00,有,
医療法人社団 細見クリニック,669-2318,兵庫県丹波篠山市大熊64,079-552-6007,http//www.hosomi-clinic.com/,有,月:9時~12時、火・金:2時~4時、水:15時半~18時半、土:13時半~16時,有,
医療法人社団タマル産婦人科,669-2202,兵庫県丹波篠山市東吹404−1,079-590-1188,https://www.tamar.jp,有,"月水金:9:00-12:30,17:00-18:30、火、土、日:9:00-12:30",有,
洲本伊月病院,656-0014,兵庫県洲本市桑間428,0799-26-0770,http://awaji-itsuki.jp,有,毎週 火曜日 9:00-17:00毎週 水曜日 9:00-12:00,有,
カク西本協同産婦人科,656-0025,兵庫県洲本市本町3丁目1-27,0799-23-1503,,有,平日 AM9:00-12:00 PM4:00-6:00土 AM9:00-12:00,有,
基本情報,,,,,,,,
施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,
医)産科・婦人科 みずとりクリニック,651-1301,兵庫県神戸市北区藤原台北町7-2-7,078-987-4103,https://mizutori-clinic.com/,有,月~土 9:30~13:00 月・水・金 17:30~19:30,有,
松岡産婦人科クリニック,651-1221,兵庫県神戸市北区緑町1-6-18,078-582-0003,http://ms-cl.com,有,平日:9:00~12:0018:00~20:00土曜:9:00~12:00,有,
レディスクリニックヨコヤマ,651-1313,兵庫県神戸市北区有野中町2丁目13-17,078-987-4100,,有,日・月・火・木 10:00-13:00 15:00-18:00水・金 10:00-13:00,有,
ゆかりレディースクリニック,650-0021,兵庫県神戸市中央区三宮町1-4-9ワコーレ神戸三宮ビル3F,078-391-7887,https://yukari-clinic.com,有,月・火・木・金・土10:00-13:0015:30-18:30,有,
坂口クリニック,650-0022,兵庫県神戸市中央区元町通4丁目3-16,078-341-0038,,有,"月、火、水 9:00-12:00, 16:00-18:00金 9:00-12:00, 16:00-17:30木、土 9:00-12:00       祝・日 休",有(2人分),
渚診療所,651-0094,兵庫県神戸市中央区琴ノ緒町3丁目2-1琴ノ緒ビル2F,078-222-2001,http://nagisa.hiho.jp/,有,平日 10:00-12:00  17:00-19:00土 16:00-17:00,無,
英ウィメンズクリニック,650-0021,兵庫県神戸市中央区三宮町1-1-2 三宮セントラルビル,078-392-8723,https://www.hanabusaclinic.com/,有,平日 : 8:30~16:00土日祝 : 8:30~15:00,有,
はやし女性クリニック,650-0017,兵庫県神戸市中央区楠町5-1-13,078-351-1688,http://www.medic-grp.co.jp/doctor/,ayashi有,平日10:00-13:00 15:30-18:30,有,
山口レディスクリニック,650-0001,兵庫県神戸市中央区加納町3-4-7,078-391-2246,https://www.lcy.jp/,有,診療時間内および、平日 19:00~20:15、土曜日 16:00~19:15(変更する場合もございますので詳しくは弊院のウェブサイトでご確認下さい。),有,
山下レディースクリニック,651-0086,兵庫県神戸市中央区磯上通7-1-8三宮プラザWEST4F,078-265-6475,https://www.ylc.jp/,有,月火水金 10:00-20:00木土 10:00-13:00,有,
山田医院,650-0001,兵庫県神戸市中央区加納町4丁目9-3,078-391-2234,,有,平日 9:00-19:00土曜 9:00-13:00,無,
山辺レディースクリニック,650-0021,兵庫県神戸市中央区三宮町2丁目5-1三宮ハートビル5階,078-335-0555,https://yamabeclinic.com/,有,平日(午前)10:00-13:00平日(午後)15:00-19:00土曜   11:00-14:30,有,
医療法人恵友会久保みずき女性・検診クリニック,651-2273,兵庫県神戸市西区糀台5丁目6-3神戸西神オリエンタルホテル内,078-990-3030,https://kubomizuki.com/,有,月・火・金 9:00-17:00水 13:00-19:00木 9:00-19:00,有,
久保みずきレディースクリニック菅原記念診療所,651-2277,兵庫県神戸市西区美賀多台3丁目13-8,078-961-3333,http://www.kubomizuki.or.jp/,有,月・水・金 9:30-11:30 16:00-18:30火・木 9:30-11:30土 9:30-11:30 14:00-15:30,有,
おかざきマタニティクリニック,651-2103,兵庫県神戸市西区学園西町5丁目2-5,078-798-1103,http://www.gakuentoshi-mc.com/,有,平日8:00~24:00 土曜日曜祝日8:00~24:00,有,
尼崎医療生協病院,661-0033,兵庫県尼崎市南武庫之荘12丁目16-1,06-6436-1701,https://www.amagasaki.coop/byouin/,有,平日 8:30-16:30土曜 8:30-11:30,有,
伊藤産婦人科医院,661-0012,兵庫県尼崎市南塚口町1-7-5,06-6426-6155,http://www.ito-sanfujinka.com,有,"土・日・月: 9:30-13:30, 14:00-18:00火: 9:00-:12:30水: 9:30-13:30, 15:30-19:00",有,
末包クリニック,661-0033,兵庫県尼崎市南武庫之荘1丁目13-10,06-6435-2488,,有,診療時間内,有,
産科・婦人科 衣笠クリニック,661-0953,兵庫県尼崎市東園田町9-10-1,06-6494-0070,http://kinugasakai.com,有,月・火・水・金 9:00-13:00 16:30-18:30 木・土 9:00-13:00,有,
医療法人社団南川クリニック,661-0001,兵庫県尼崎市塚口本町2丁目20-1,06-6423-3046,https://www.minakawa-obgy.or.jp/,有,平日 9:00-12:30 17:00-19:30木曜・土曜 9:00-12:30,有,
ウィメンズクリニック横田,661-0002,兵庫県尼崎市塚口町1丁目24-2,06-6421-7240,wclinic-yokota.com,有,平日 9:00-12:00、16:30-19:00、木曜・土曜9:00-12:00,有,
かないレディースクリニック,661-0002,兵庫県尼崎市塚口町5丁目10-3,06-4961-6050,http://kanai-clinic.com/,有,月曜-土曜日 9:00-12:00 月、火、木は14:00-16:30,有,
医療法人社団 JUNレディースクリニック,661-0976,兵庫県尼崎市潮江1丁目3-43 緑遊新都心ビル2階,06-4960-8115,https://www.jun-lc.jp/,有,月・火・木・金 9:30~16:00水・土 9:30~12:00,有,
武居レディースクリニック,661-0035,兵庫県尼崎市武庫之荘2丁目1-1,06-6431-1123,,有,平日 9:00-12:30 16:30-19:30土曜 9:00-12:30,有,
武居レディースクリニック塚口院,661-0979,兵庫県尼崎市上坂部1-1-1-302,06-6499-3355,http://www.takei-ladies.com/,有,"月・水・金: 9:20-13:00, 14:50-19:00火・木・土: 9:20-13:00",有,
木内女性クリニック,663-8204,兵庫県西宮市高松町4-8プレラにしのみや3F,0798-63-2271,http://kiuchi-cl.com,有,平日10:00~19:00  土曜日9:00~13:00,有,
スギモトレディースクリニック,662-0832,兵庫県西宮市甲風園1丁目12-5,0798-63-0325,https://www.sugimoto-clinic.com/,有,平日 9:00-12:00 16:30-19:30土曜 9:00-12:00,有,
