0,1,2,3,4,5,6,7,8
有,静岡中央クリニック,420-0857,静岡県静岡市葵区御幸町6-11一瀬ビル6F,054-221-1178,chuoh-clinic-beauty..com,無,開院日9時30分~18時※休診日不定,有
有,静岡レディースクリニック,420-0837,静岡県静岡市葵区日出町10-3,054-251-0770,http://shizuoka-lc.net,有,月~木7時30分~17時30分金・土7時30分~13時30分,有
公表の希望の有無,基本情報,,,,,,,
,施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無
≪下田市≫,,,,,,,,
有,臼井医院,415-0022,静岡県下田市2丁目3-27,0558-22-1221,,有,平日9時~17時土9時~12時時間外・休診日・祝日・日曜は電話にて要相談,有
≪賀茂郡河津町≫,,,,,,,,
有,伊豆今井浜病院,413-0503,静岡県賀茂郡河津町見高178,0558-34-1123,https://izuimaihama.jadecom.or.jp/,有,火・木9時~11時30分水・金9時~11時30分、13時~16時,無
≪伊東市≫,,,,,,,,
有,伊東市民病院,414-0055,静岡県伊東市岡196-1,0557-37-2626,http://www.ito-shimin-hp.jp/,有,24時間対応可能,有
有,上山レディースクリニック,414-0051,静岡県伊東市吉田573-3,0557-45-8103,ueyamasanfujinka.com,有,8時~12時,有
有,佐藤産婦人科医院,414-0005,静岡県伊東市松原湯端町3-18,0557-37-5321,,有,月・水・金9時~12時、15時~17時土9時~12時,有
≪沼津市≫,,,,,,,,
有,井関マタニティクリニック,410-0881,静岡県沼津市八幡町115,055-952-4103,,有,平日8時~11時30分、13時30分~15時30分水午後・土・日・祝日休診,有
有,岩端医院,410-0801,静岡県沼津市大手町3-2-19,055-962-1368,http://www.iwahata.jp,有,月・火・木・金9時~12時、14時~18時水・土9時~12時,有
有,かぬき岩端医院,410-0822,静岡県沼津市下香貫前原1479-3,055-932-8189,https:/www.kanuki-iwahata.com/,有,月・火・水・金8時45分~18時木・土8時45分~11時30分,有
≪三島市≫,,,,,,,,
有,かまたクリニック,411-0033,静岡県三島市文教町1-1-35,055-988-2488,かまたクリニック.jp,有,月・火・木・金9時~12時、14時30分~17時30分土9時~12時,有
有,こまきウイメンズクリニック,411-0038,静岡県三島市西若町7-45,055-972-1057,komaki-womenclinic.jp,有,平日9時~12時15分、14時30分~18時15分土9時~12時45分水・日・祝日休,有
有,田中産婦人科医院,411-0858,静岡県三島市中央町6-23,055-971-3541,http://www.tanaka-og.jp/,有,月・水・金9時~12時、14時~17時火・木・土9時~12時,有
有,三島レディースクリニック,411-0841,静岡県三島市南本町15-35,055-991-0770,mishima.lc.net,有,平日(火除く)8時30分~12時、15時~17時30分土・火8時30分~12時,有
公表の希望の有無,基本情報,,,,,,,
,施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無
有,清水産婦人科クリニック,420-0881,静岡県静岡市葵区北安東5-28-1,054-248-3660,,有,月・火・水・金9時~12時30分、14時30分~17時30分土9時~13時,有
有,TOMIMATSU女性医院,420-0857,静岡県静岡市葵区紺屋町7-15 1階,054-269-6123,http://www.tomimatsu-josei.jp/,有,月・金11時~14時、15時~18時火11時~14時、15時~17時30分土11時~14時、15時~16時30分,有
有,富松レディスクリニック,420-0801,静岡県静岡市葵区東千代田1-1-3,054-261-1730,http://www.tomimatsu-lc.jp,有,平日8時~18時土8時~15時30分,有
有,平野医院,420-0033,静岡県静岡市葵区昭和町5-5,054-252-3267,,有,月・火・水・金8時30分~17時30分木・土8時30分~12時30分,有
有,依藤産婦人科医院,420-0841,静岡県静岡市葵区上足洗2-1-9,054-209-6601,yotifuji-ladies.com,有,月・木・金9時~12時、14時~17時火9時~12時、15時~17時土9時~12時,有
≪静岡市駿河区≫,,,,,,,,
有,くさなぎマタニティクリニック,422-8007,静岡県静岡市駿河区聖一色441-1,054-265-8877,http://www.kusanagimtc.jp,有,月・火・金9時~12時、14時~17時水・木・土9時~12時,有
有,県立美術館前IVFクリニック,422-8002,静岡県静岡市駿河区谷田30-22,054-264-6000,,有,月・火・金・土・日9時~13時、15時~18時,有
有,聖隷健康サポートセンターShizuoka,422-8006,静岡県静岡市駿河区曲金6-8-5-2,054-280-6211,http://www.seirei.or.jp/hoken/support-zenter/,有,火15時20分~18時水9時15分~11時30分(不定期)金8時30分~11時30分,有
有,ふかさわレディスクリニック,422-8036,静岡県静岡市駿河区敷地1-8-10,054-238-3883,,有,通常の診療時間内,有
有,福間産婦人科クリニック,422-8058,静岡県静岡市駿河区中原739-1,054-285-7717,http://fukuma-cl.gr.jp,有,月・火・木・金9時~12時30分、15時~18時土9時~12時30分,有
≪静岡市清水区≫,,,,,,,,
有,静岡市立清水病院,424-8636,静岡県静岡市清水区宮加三1231,054-336-1111,https://www.shimizuhospital.com/,有,24時間対応可能(ただし、他の患者の診療中の場合は対応不可),有
有,おおいしレディースクリニック,424-0008,静岡県静岡市清水区押切2416,054-344-1103,http://www.ohishi-ladies.cl.into/,有,月・火・木・金9時~12時、14時~17時水・土9時~12時,有
有,オハナクリニック木の下町,424-0846,静岡県静岡市清水区木の下町44-1,054-347-0300,ohara-clinic-kinoshitacho.com,有,月・火・水・金9時~12時、14時~17時木17時~20時土9時~12時(月2回不定期),有
公表の希望の有無,基本情報,,,,,,,
,施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無
≪浜松市東区≫,,,,,,,,
有,浜松医科大学医学部附属病院,431-3192,静岡県浜松市東区半田山一丁目20-1,053-435-2111,https://www.hama-med.ac.jp/hos/index.html,有,平日(月~金)13時~16時,有
有,水本レディスクリニック,431-3115,静岡県浜松市東区西ケ崎町796-1,053-433-1103,http://www.mizumotoiin.com,有,平日8時30分~12時30分、14時30分~17時30分木・土8時30分~12時30分第3土曜は不可,有
≪浜松市南区≫,,,,,,,,
有,長島医院,432-8063,静岡県浜松市南区小沢渡町1098-2,053-445-3100,,有,月・水・金9時~12時、14時~17時火・木9時~12時(受付は終了30分前まで),有
≪浜松市北区≫,,,,,,,,
有,社会福祉法人聖隷福祉事業団総合病院聖隷三方原病院,433-8558,静岡県浜松市北区三方原町3453,053-436-1251,http//www.seirei.or.jp/mikatahara/,有,平日 8時30分~16時30分,有
有,医療法人社団気賀渥美医院,431-1305,静岡県浜松市北区細江町気賀506-2,053-522-1462,,有,月・水・金8時30分~12時15分、14時~17時15分火・木8時30分~12時15分土8時30分~12時15分、15時00分~16時45分,有
有,木村産科・婦人科,433-8104,静岡県浜松市北区東三方町94-3,053-439-1010,,有,平日9時~12時、14時30分~17時土9時~12時、14時30分~16時,有
有,クリニックミズ ソフィア,433-8108,静岡県浜松市北区根洗町547-2,053-414-0700,,有,平日9時~17時土8時45分~12時,有
有,賛育産婦人科医院,433-8112,静岡県浜松市北区初生町777,053-438-3838,,有,平日9時~17時30分木・土9時~12時,有
≪浜松市浜北区≫,,,,,,,,
有,浜松赤十字病院,434-8533,静岡県浜松市浜北区小林1088-1,053-401-1111,,有,平日8時~17時,有
有,石井第一産科・婦人科クリニック,434-0042,静岡県浜松市浜北区小松4498-5,053-586-6166,www.babyfriendly.sakura.ne.jp/,有,月~土9時~12時月・水・金15時30分~18時30分火・木13時30分~15時,有
有,河合クリニック,434-0038,静岡県浜松市浜北区貴布祢313-10,053-587-1771,,有,平日9時~12時、15時~18時木・土9時~12時,有
有,ことみレディースクリニック,434-0026,静岡県浜松市浜北区東美薗678,053-589-5000,https://kotocli.jp,有,月・火・水・金・土9時~16時30分,有
有,服部医院,434-0037,静岡県浜松市浜北区沼268,053-586-2221,,有,月・火・水・金9時~12時、15時~18時土9時~12時,有
公表の希望の有無,基本情報,,,,,,,
,施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無
有,小野澤医院,437-1604,静岡県御前崎市佐倉1238,0537-86-8070,http://onozawaclinic.com/,有,平日8時30分~12時30分、14時30分~18時水・土8時30分~12時,有
≪菊川市≫,,,,,,,,
有,菊川市立総合病院,439-0022,静岡県菊川市東横地1632,0537-35-2135,https://www.kikugawa-hosp.jp,有,24時間(要事前連絡),有
有,松下産婦人科医院,439-0031,静岡県菊川市加茂1990,0537-36-3221,,有,平日9時~17時土9時~12時,有
≪周智郡森町≫,,,,,,,,
有,森町家庭医療クリニック,437-0214,静岡県周智郡森町草ヶ谷387-1,0538-85-1340,https://www.morimachi-fc.com,有,平日8時30分~17時(受付は16時まで),有
≪浜松市中区≫,,,,,,,,
有,JA静岡厚生連遠州病院,430-0929,静岡県浜松市中区中央一丁目1-1,053-453-1111,,有,平日 8時30分~17時(受付時間8時30分~11時)第1・3土 8時30分~12時30分(原則予約の方、紹介状お持ちの方のみ),有
有,アクトタワークリニック,430-7707,静岡県浜松市中区板屋町111-2アクトタワー7階,053-413-1124,https://www.acttower.com,有,月・火・木・金9時~13時、15時~19時水・土9時~13時,有
有,有澤産婦人科医院,430-0929,静岡県浜松市中区中央一丁目15-5浜松メディカルパークビル5F,053-452-6521,,有,平日9時~18時木・土9時~12時40分,有
有,おおたにレディースクリニック,432-8021,静岡県浜松市中区佐鳴台四丁目39-7,053-447-7300,http://o-l-c.jp,有,平日8時30分~17時30分土8時30分~12時,有
有,大脇産婦人科医院,430-0901,静岡県浜松市中区曳馬三丁目3-22,053-411-0800,www.oowaki.or.jp,有,月・火・水・金9時~11時30分、15時~17時30分木・土9時~11時30分,有
有,河野産婦人科医院,432-8023,静岡県浜松市中区鴨江三丁目80-16,053-454-6661,kohno-sanfuzinka.net,有,火・水・木・金9時~11時30分、14時~17時30分土9時~11時30分,有
有,南浅田小池産科婦人科,432-8044,静岡県浜松市中区南浅田一丁目23-26,053-442-4122,,有,平日 9時~12時(木曜休診)土9時~12時,有
有,森岡産婦人科医院,432-8002,静岡県浜松市中区富塚町2069,053-474-0161,,有,月・火・水・金 9時~12時30分、15時~17時30分木・土 9時~12時30分,有
有,森下レディースクリニック,432-8117,静岡県浜松市中区高丘東五丁目12-1,053-437-2200,,有,平日9時~12時、16時~18時土9時~12時,有
有,ROSAレディースクリニック,433-8125,静岡県浜松市中区和合町27-13和合メディカルビル2階,053-412-2666,http://rosa-clinic.com,有,月・火・木・金9時~17時30分水・土9時~12時,有
公表の希望の有無,基本情報,,,,,,,
,施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無
有,阪部循環器内科・内科・婦人科クリニック,424-0905,静岡県静岡市清水区駒越西1-2-62,054-335-5000,https://sakabe-clinic2.jimdo.com/,有,月・火・木・金8時30分~12時、14時~17時30分水・土8時30分~12時,有
有,庄司産婦人科,424-0815,静岡県静岡市清水区江尻東1-4-1,054-366-0861,,有,月・火・水・金8時~12時、16時~18時木・土8時~12時,有
≪島田市≫,,,,,,,,
有,しのはら産科婦人科医院,427-0005,静岡県島田市岸町658-1,0547-33-4103,,有,平日8時30分~10時、15時~15時30分土8時30分~10時,有
≪焼津市≫,,,,,,,,
有,アイレディースクリニック,425-0004,静岡県焼津市坂本457,054-620-1103,http://www.myclinic.ne.jp/i-ladies/,有,平日8時30分~18時水・木・土8時30分~12時,有
有,前田産科婦人科医院,425-0076,静岡県焼津市小屋敷214-1,054-626-8603,https://www.obgymaeda.com/,有,常時対応可(時間外は費用が割増),有
≪藤枝市≫,,,,,,,,
有,いしかわレディースクリニック,426-0011,静岡県藤枝市平島70-1,054-643-0311,https://ishikawa-lc.net/,有,月・火・木・金8時30分~11時30分、15時~17時土8時30分~14時,有
≪牧之原市≫,,,,,,,,
有,あかほりクリニック,421-0511,静岡県牧之原市片浜873-2,0548-52-5555,,有,平日8時~18時木・土8時~12時臨時休診日除く,有
≪磐田市≫,,,,,,,,
有,あんずクリニック産婦人科,438-0002,静岡県磐田市大久保896-39,0538-38-0301,www.anzu-clinic.com/,有,平日9時~18時(水は9時~12時)土9時~12時,有
有,日野産婦人科歯科医院,438-0816,静岡県磐田市宮之一色817,0538-37-0135,,有,平日9時~18時土9時~12時,有
有,藤井マタニティクリニック,438-0026,静岡県磐田市西貝塚2251,0538-36-3541,,有,平日9時~12時、14時30分~18時土・木9時~12時,有
≪掛川市≫,,,,,,,,
有,八神クリニック,436-0342,静岡県掛川市上西郷239-1,0537-62-1300,https://yagamiclinic.com,有,平日9時~12時、15時~18時,有
≪袋井市≫,,,,,,,,
有,笠原産婦人科医院,437-0016,静岡県袋井市葵町1-7-1,0538-42-3616,kasasanfu.com,有,平日9時~18時(水・木は不在)土9時~12時,有
有,ふくろいマタニティクリニック,437-0022,静岡県袋井市方丈6-10-27,0538-41-2121,http://www.fukuroimtc.jp,有,平日9時~17時土9時~12時,有
≪御前崎市≫,,,,,,,,
公表の希望の有無,基本情報,,,,,,,
,施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無
≪裾野市≫,,,,,,,,
有,裾野赤十字病院,410-1118,静岡県裾野市佐野713,055-992-0008,http://www.susono-jrc.jp/,有,月~木 8時15分~11時,有
有,かやま産婦人科医院,410-1101,静岡県裾野市岩波124-2,055-997-3551,http://www.kayama-clinic.or.jp,有,月・金8時30分~12時、14時~17時30分火・水8時30分~12時、14時~17時土8時30分~12時30分木・日・祭日休診,有
有,ごとうレディースクリニック,410-1123,静岡県裾野市伊豆島田834-2,055-992-7111,http://www.goto-ladies.jp,有,月~金8時30分~11時30分、14時~16時30分土8時30分~11時30分,有
≪伊豆の国市≫,,,,,,,,
有,矢田レディースクリニック,410-2302,静岡県伊豆の国市宗光寺925-1,0558-76-4550,,有,平日9時~12時、15時~18時木・土9時~12時,有
≪田方郡函南町≫,,,,,,,,
有,三島マタニティクリニック,419-0123,静岡県田方郡函南長間宮451,055-979-0192,,有,月~土 8時30分~12時30分,有
≪駿東郡清水町≫,,,,,,,,
有,島田産婦人科医院,411-0907,静岡県駿東郡清水町伏見38-1,055-972-6100,www.shimada-sf.com,有,平日9時~17時30分木9時~12時土9時~12時,有
≪駿東郡長泉町≫,,,,,,,,
有,前川産婦人科クリニック,411-0933,静岡県駿東郡長泉町下長窪988-11,055-999-6300,,有,月・火・水・金8時30分~18時木・土8時30分~12時,有
≪御殿場市≫,,,,,,,,
有,博愛堂医院,412-0045,静岡県御殿場市川島田545-3,0550-82-0316,,有,平日9時~18時土9時~12時,有
≪富士宮市≫,,,,,,,,
有,富士宮市立病院,418-0076,静岡県富士宮市錦町3-1,0544-27-3151,https://fujinomiya-hp.jp,有,対応可能時間帯に制限無し,無
有,天神産婦人科医院,418-0063,静岡県富士宮市若の宮町398,0544-24-1322,,有,日・火・木・金8時30分~12時、14時30分~17時30分水・土8時30分~12時,有
有,坂東レディースクリニック,418-0021,静岡県富士宮市杉田1016-7,0544-28-5800,"www.bando-ladies-clinic,jp/",有,月・火・木9時~12時、14時~17時水9時~12時金9時~12時、14時~18時土9時~15時,有
≪富士市≫,,,,,,,,
有,池田産婦人科医院,417-0862,静岡県富士市石坂415-15,0545-21-2228,,有,平日9時~18時土9時~12時,有
